District,YEAR,Cropped.land.area
Kallakurichi,2016,177731.455
Chengalpattu,2011,76753.56208
Chengalpattu,2012,68407.18714
Chengalpattu,2013,73300.60017
Chengalpattu,2014,58496.73802
Chengalpattu,2015,79643.55424
Chengalpattu,2016,66617.68266
Ranipet,2011,56171.74612
Ranipet,2012,57190.31313
Karaikal,2011,8547
Karaikal,2012,6512
Ranipet,2013,58187.96077
Ranipet,2014,59620.49557
Ranipet,2015,59649.95947
Ranipet,2016,54514.6964
Tirupathur,2011,59465.30678
Tirupathur,2012,60543.5962
Tirupathur,2013,61599.73968
Tirupathur,2014,63116.26938
Tirupathur,2015,63147.46086
Tirupathur,2016,57711.09801
Tenkasi,2011,85457.00832
Tenkasi,2012,66400.13979
Tenkasi,2013,78204.53783
Tenkasi,2014,92746.17904
Tenkasi,2015,98916.34495
Tenkasi,2016,68817.38381
Mayiladuthurai,2011,141493.7058
Mayiladuthurai,2012,109212.1279
Mayiladuthurai,2013,132033.4237
Mayiladuthurai,2014,132101.7628
Mayiladuthurai,2015,133475.9176
Mayiladuthurai,2016,120163.0854
Karaikal,2013,5738
Karaikal,2014,6588
Karaikal,2015,6084
Karaikal,2016,5871
Karaikal,2017,5479
Karaikal,2018,6117
Mahe,2011,588
Mahe,2012,579
Mahe,2013,584
Mahe,2014,584
Mahe,2015,577
Mahe,2016,566
Mahe,2017,563
Mahe,2018,567
Pondicherry,2011,17444
Pondicherry,2012,18043
Pondicherry,2013,18012
Pondicherry,2014,18549
Pondicherry,2015,18100
Pondicherry,2016,18305
Pondicherry,2017,19144
Pondicherry,2018,19301
Yanam,2011,904
Yanam,2012,929
Yanam,2013,913
Yanam,2014,941
Yanam,2015,929
Yanam,2016,881
Yanam,2017,784
Yanam,2018,731
Adilabad,2011,159216.9924
Adilabad,2012,164341.9746
Adilabad,2013,167427.8597
Adilabad,2014,149517.2883
Adilabad,2015,156138.819
Adilabad,2016,211274
Adilabad,2017,218601
Adilabad,2018,237087
Hyderabad,2011,0
Hyderabad,2012,0
Hyderabad,2013,0
Hyderabad,2014,0
Hyderabad,2015,0
Hyderabad,2016,0
Hyderabad,2017,0
Hyderabad,2018,0
Karimnagar,2011,145900.5283
Karimnagar,2012,141460.6292
Karimnagar,2013,162894.8507
Karimnagar,2014,130744.7331
Karimnagar,2015,100320.6409
Karimnagar,2016,188967
Karimnagar,2017,179905
Karimnagar,2018,173416
Khammam,2011,175540.4865
Khammam,2012,173463.3742
Khammam,2013,189095.4646
Khammam,2014,154041.3871
Khammam,2015,142733.2691
Khammam,2016,266083
Khammam,2017,312218
Khammam,2018,306653
Mahabubnagar,2011,147361.7794
Mahabubnagar,2012,146409.7628
Mahabubnagar,2013,156340.3302
Mahabubnagar,2014,149129.4963
Mahabubnagar,2015,137579.3094
Mahabubnagar,2016,155776.9769
Mahabubnagar,2017,171450.5675
Mahabubnagar,2018,131894
Medak,2011,170393.2224
Medak,2012,176361.3768
Medak,2013,184953.133
Medak,2014,156980.9246
Medak,2015,150311.4197
Medak,2016,149744
Medak,2017,131041
Medak,2018,83774
Nalgonda,2011,358105.7468
Nalgonda,2012,346649.0117
Nalgonda,2013,446586.018
Nalgonda,2014,370102.9943
Nalgonda,2015,339297.8391
Nalgonda,2016,420366
Nalgonda,2017,444021
Nalgonda,2018,452589
Nizamabad,2011,299595.5996
Nizamabad,2012,283297.6636
Nizamabad,2013,321695.3245
Nizamabad,2014,238967.4902
Nizamabad,2015,188771.229
Nizamabad,2016,340764
Nizamabad,2017,307145
Nizamabad,2018,297586
Ranga Reddy,2011,205778.2381
Ranga Reddy,2012,213022.0806
Ranga Reddy,2013,223128.1138
Ranga Reddy,2014,204447.7401
Ranga Reddy,2015,187597.1245
Ranga Reddy,2016,185936
Ranga Reddy,2017,211479
Ranga Reddy,2018,188448
Warangal,2011,109799.5684
Warangal,2012,113590.3159
Warangal,2013,121554.3771
Warangal,2014,97691.53343
Warangal,2015,101493.0991
Warangal,2016,187259
Warangal,2017,193355
Warangal,2018,191706
Nirmal,2011,153507.7633
Nirmal,2012,158448.973
Nirmal,2013,161424.2039
Nirmal,2014,144155.8727
Nirmal,2015,150539.9675
Nirmal,2016,205548
Nirmal,2017,202320
Nirmal,2018,204728
Jagitial,2011,204272.2895
Jagitial,2012,198056.0792
Jagitial,2013,228065.686
Jagitial,2014,183052.9764
Jagitial,2015,140456.8389
Jagitial,2016,208562
Jagitial,2017,184618
Jagitial,2018,196686
Peddapalli,2011,149947.1361
Peddapalli,2012,145384.0947
Peddapalli,2013,167412.8026
Peddapalli,2014,134370.9891
Peddapalli,2015,103103.0729
Peddapalli,2016,147552
Peddapalli,2017,137317
Peddapalli,2018,143197
Rajanna Sircilla,2011,132629.9539
Rajanna Sircilla,2012,128500.321
Rajanna Sircilla,2013,147911.7875
Rajanna Sircilla,2014,118468.1878
Rajanna Sircilla,2015,90971.33701
Rajanna Sircilla,2016,110940
Rajanna Sircilla,2017,102718
Rajanna Sircilla,2018,98600
Mancherial,2011,158411.0241
Mancherial,2012,163510.0632
Mancherial,2013,166580.3273
Mancherial,2014,148760.4205
Mancherial,2015,155348.4325
Mancherial,2016,111218
Mancherial,2017,118874
Mancherial,2018,133907
Kamareddy,2011,259449.8925
Kamareddy,2012,245335.8743
Kamareddy,2013,278588.2618
Kamareddy,2014,206945.9289
Kamareddy,2015,163475.9493
Kamareddy,2016,244024
Kamareddy,2017,244998
Kamareddy,2018,215106
Hanumakonda,2011,105500.6039
Hanumakonda,2012,107175.0046
Hanumakonda,2013,117080.6297
Hanumakonda,2014,94060.42218
Hanumakonda,2015,90346.53712
Hanumakonda,2016,97956
Hanumakonda,2017,98654
Hanumakonda,2018,85651
Jayashankar Bhupalapally,2011,146066.5669
Jayashankar Bhupalapally,2012,146128.0301
Jayashankar Bhupalapally,2013,162426.5667
Jayashankar Bhupalapally,2014,130449.7605
Jayashankar Bhupalapally,2015,116860.0507
Jayashankar Bhupalapally,2016,102206.2498
Jayashankar Bhupalapally,2017,99852.22499
Jayashankar Bhupalapally,2018,102767
Mahabubabad,2011,165724.3002
Yadadri Bhuvanagiri,2018,180195
Mahabubabad,2012,170717.8959
Mahabubabad,2013,182997.7084
Mahabubabad,2014,147257.6582
Mahabubabad,2015,151440.3096
Mahabubabad,2016,160458
Mahabubabad,2017,170853
Mahabubabad,2018,155048
Jangoan,2011,139812.0946
Jangoan,2012,144639.0021
Jangoan,2013,154779.9534
Jangoan,2014,124394.4591
Jangoan,2015,129235.1416
Jangoan,2016,159790
Jangoan,2017,160581
Jangoan,2018,130701
Bhadradri Kothagudem,2011,259429.1328
Bhadradri Kothagudem,2012,256359.3939
Bhadradri Kothagudem,2013,279461.8687
Bhadradri Kothagudem,2014,227655.8774
Bhadradri Kothagudem,2015,210943.7484
Bhadradri Kothagudem,2016,145022
Bhadradri Kothagudem,2017,145165
Bhadradri Kothagudem,2018,146054
Sangareddy,2011,273766.8583
Sangareddy,2012,283280.6676
Dadra And Nagar Haveli,2015,23443
Sangareddy,2013,297150.1204
Sangareddy,2014,252113.8032
Sangareddy,2015,241290.2478
Sangareddy,2016,287016
Sangareddy,2017,293455
Sangareddy,2018,258978
Siddipet,2011,230640.6218
Siddipet,2012,235766.3049
Siddipet,2013,252373.0322
Siddipet,2014,210433.9764
Siddipet,2015,195959.7669
Siddipet,2016,280257
Siddipet,2017,267820
Siddipet,2018,239172
Wanaparthy,2011,121986.9456
Wanaparthy,2012,120199.6351
Wanaparthy,2013,128858.5862
Wanaparthy,2014,123893.047
Wanaparthy,2015,114415.8565
Wanaparthy,2016,134677
Wanaparthy,2017,144580
Wanaparthy,2018,131217
Nagarkurnool,2011,302806.6215
Nagarkurnool,2012,298370.0038
Nagarkurnool,2013,319864.0065
Nagarkurnool,2014,307538.1125
Nagarkurnool,2015,284013.0047
Nagarkurnool,2016,283408
Nagarkurnool,2017,298960
Nagarkurnool,2018,279494
Jogulamba Gadwal,2011,141998.6683
Jogulamba Gadwal,2012,139918.153
Jogulamba Gadwal,2013,149997.5883
Jogulamba Gadwal,2014,144217.4619
Jogulamba Gadwal,2015,133185.5566
Jogulamba Gadwal,2016,187812
Jogulamba Gadwal,2017,179411
Jogulamba Gadwal,2018,173161
Suryapet,2011,177060.7408
Suryapet,2012,171396.1068
Suryapet,2013,220808.6631
Suryapet,2014,182992.6243
Suryapet,2015,167761.4149
Suryapet,2016,249789
Suryapet,2017,258856
Suryapet,2018,263195
Yadadri Bhuvanagiri,2011,171090.5124
Yadadri Bhuvanagiri,2012,165616.8815
Yadadri Bhuvanagiri,2013,213363.3189
Yadadri Bhuvanagiri,2014,176822.3814
Yadadri Bhuvanagiri,2015,162104.746
Yadadri Bhuvanagiri,2016,160377
Yadadri Bhuvanagiri,2017,190390
Vikarabad,2011,149267.8826
Vikarabad,2012,157570.2052
Vikarabad,2013,163563.8594
Vikarabad,2014,146952.2414
Vikarabad,2015,134472.5208
Vikarabad,2016,202040
Vikarabad,2017,210038
Vikarabad,2018,194394
Kumuram Bheem Asifabad,2011,168903.2202
Kumuram Bheem Asifabad,2012,174339.9891
Kumuram Bheem Asifabad,2013,177613.6091
Kumuram Bheem Asifabad,2014,158613.4185
Kumuram Bheem Asifabad,2015,165637.781
Kumuram Bheem Asifabad,2016,144172
Kumuram Bheem Asifabad,2017,123530
Kumuram Bheem Asifabad,2018,131460
Medchal Malkajgiri,2011,27516.65413
Medchal Malkajgiri,2012,29689.09616
Medchal Malkajgiri,2013,30512.35835
Medchal Malkajgiri,2014,26805.31612
Medchal Malkajgiri,2015,24450.70856
Medchal Malkajgiri,2016,12292
Medchal Malkajgiri,2017,14891
Medchal Malkajgiri,2018,12134
Mulugu,2011,105620.8005
Mulugu,2012,108841.226
Mulugu,2013,116654.0065
Mulugu,2014,93861.45036
Mulugu,2015,96608.07204
Mulugu,2016,79713.75024
Mulugu,2017,77877.77501
Mulugu,2018,75866
Narayanpet,2011,128596.2104
Narayanpet,2012,126712.0633
Narayanpet,2013,135840.1572
Narayanpet,2014,130605.5846
Narayanpet,2015,120614.9189
Narayanpet,2016,148977.0231
Narayanpet,2017,163966.4325
Narayanpet,2018,159610
Kargil,2011,10775
Kargil,2012,10914
Kargil,2013,10896
Kargil,2014,10832
Kargil,2015,12531
Kargil,2016,11178
Kargil,2017,11268
Leh Ladakh,2011,10628
Leh Ladakh,2012,7367
Leh Ladakh,2013,8595
Leh Ladakh,2014,10614
Leh Ladakh,2015,10542
Leh Ladakh,2016,10540
Leh Ladakh,2017,10347
Daman,2011,2675
Diu,2011,625
Dadra And Nagar Haveli,2011,24853
Dadra And Nagar Haveli,2012,24453
Dadra And Nagar Haveli,2013,23134
Dadra And Nagar Haveli,2014,23233
Dadra And Nagar Haveli,2016,23377
Dadra And Nagar Haveli,2017,23297
