Dist Code,Year,State Code,State,District,CANALS AREA (1000 ha),TANKS AREA (1000 ha),TUBE WELLS AREA (1000 ha),OTHER WELLS AREA (1000 ha),TOTAL WELLS AREA (1000 ha),OTHER SOURCES AREA (1000 ha),NET AREA (1000 ha),GROSS AREA (1000 ha)
70,2013,5,Karnataka,Shimoge,43.54,54.02,29.27,6.02,35.29,8.64,141.48,172.55
70,2014,5,Karnataka,Shimoge,44.35,53.57,30.81,6.28,37.08,8.64,143.64,174.52
70,2015,5,Karnataka,Shimoge,42.5,50.95,32.35,6.4,38.75,8.37,140.57,163.81
70,2016,5,Karnataka,Shimoge,42.43,48.57,31.61,6.11,37.72,7.81,136.53,153.99
70,2017,5,Karnataka,Shimoge,35.47,49.47,31.91,6.47,38.38,8.84,132.17,155.7
71,2000,5,Karnataka,Chickmagalur,4.9,6.8,3.7,1.2,4.9,6.1,22.7,30.5
71,2001,5,Karnataka,Chickmagalur,4.91,6.98,5.53,1.19,6.72,6.47,25.08,32.76
71,2002,5,Karnataka,Chickmagalur,5.2,6.27,6.25,0.98,7.23,7.3,26,30.51
71,2003,5,Karnataka,Chickmagalur,5.2,6.76,7.1,0.28,7.38,7.9,27.24,29.81
71,2004,5,Karnataka,Chickmagalur,6.07,9.15,7.64,0.35,7.99,8.87,32.07,37.42
71,2005,5,Karnataka,Chickmagalur,5.21,10.9,9.6,0.51,10.11,7.98,34.21,40.76
71,2006,5,Karnataka,Chickmagalur,5.34,10.94,10.12,0.57,10.69,8.4,35.37,41.09
71,2007,5,Karnataka,Chickmagalur,2.77,10.71,12.13,0.73,12.86,8.14,34.48,36
71,2008,5,Karnataka,Chickmagalur,4.19,9.97,9.7,0.58,10.28,8.64,33.08,37.33
71,2009,5,Karnataka,Chickmagalur,4.47,10.43,10.71,0.63,11.34,11.8,38.05,42.44
71,2010,5,Karnataka,Chickmagalur,4.67,10.82,10.98,0.64,11.62,12.14,39.24,43.67
71,2011,5,Karnataka,Chickmagalur,6.45,11.38,13.11,0,13.11,12.41,43.34,48.05
71,2012,5,Karnataka,Chickmagalur,5.73,7.13,22.84,0.13,22.97,14.66,50.48,55.98
71,2013,5,Karnataka,Chickmagalur,5.58,6.98,23.35,0.22,23.57,15.87,52.01,59.54
71,2014,5,Karnataka,Chickmagalur,6.6,7.14,26,0.18,26.18,13.99,53.91,62.11
71,2015,5,Karnataka,Chickmagalur,6.21,6.38,26.17,0.17,26.35,13.73,52.67,64.39
71,2016,5,Karnataka,Chickmagalur,4.82,5.76,30.25,0.16,30.41,16.54,57.53,66.4
71,2017,5,Karnataka,Chickmagalur,4.98,3.95,32.52,0.15,32.67,14.68,56.28,57.13
72,2000,5,Karnataka,Chitradurga,85.9,10.7,91.9,6.5,98.4,9.1,204.1,283.2
72,2001,5,Karnataka,Chitradurga,90.87,8.67,96.89,6.44,103.34,8.65,211.83,282.09
72,2002,5,Karnataka,Chitradurga,86.14,6.9,110.87,2.56,113.42,9.45,216.09,260.54
72,2003,5,Karnataka,Chitradurga,73.17,0.94,109.2,2.1,111.3,7.64,193.72,227.5
72,2004,5,Karnataka,Chitradurga,72.85,2.15,117.97,1.48,119.46,13.79,208.24,276.25
72,2005,5,Karnataka,Chitradurga,88.12,2.37,123.42,0.53,123.95,8.55,222.98,307.27
72,2006,5,Karnataka,Chitradurga,66.47,1.91,143.23,0.95,144.18,16.78,229.91,317.79
72,2007,5,Karnataka,Chitradurga,56.74,2.33,159.02,0.69,159.71,18.44,237.37,271.71
72,2008,5,Karnataka,Chitradurga,63.17,2.17,157.68,0.43,158.11,15.9,239.34,314.14
72,2009,5,Karnataka,Chitradurga,70.28,2.49,180.91,0.18,181.1,15.4,269.28,344.11
72,2010,5,Karnataka,Chitradurga,70.91,1.95,178.88,0.79,179.67,12.5,265.04,357.17
72,2011,5,Karnataka,Chitradurga,77.48,1.48,164.9,0,164.9,13.51,257.36,351.43
72,2012,5,Karnataka,Chitradurga,90.15,1.47,173.17,0.27,173.44,12.92,277.96,337.39
72,2013,5,Karnataka,Chitradurga,91.84,1.39,159.36,0.91,160.27,10.31,263.81,328.33
72,2014,5,Karnataka,Chitradurga,95.94,2.34,173.13,1.08,174.21,12.35,284.84,354.69
72,2015,5,Karnataka,Chitradurga,86.61,1.53,170.87,0.86,171.73,8.46,268.34,317.59
72,2016,5,Karnataka,Chitradurga,70.28,0.91,180.94,0,180.94,8.11,260.24,289.87
72,2017,5,Karnataka,Chitradurga,37.75,1.11,209.83,0,209.83,6.64,255.32,298.68
73,2000,5,Karnataka,Bellary,92.3,3.5,30.3,11.8,42.1,19.5,157.4,219.8
73,2001,5,Karnataka,Bellary,84.3,4.44,32.57,11.29,43.86,20.63,153.23,210.95
73,2002,5,Karnataka,Bellary,98.78,3.01,40.09,9.71,49.8,19.01,170.6,205.7
73,2003,5,Karnataka,Bellary,69.94,2.31,51.49,6.57,58.06,17.16,147.47,168.07
73,2004,5,Karnataka,Bellary,79.71,2.05,53.26,7.16,60.42,19.06,161.23,204.26
73,2005,5,Karnataka,Bellary,80.39,2.36,56.27,10.71,66.98,23.99,173.72,247.85
73,2006,5,Karnataka,Bellary,77.84,2.25,54.25,8.33,62.58,25.22,167.89,253.35
73,2007,5,Karnataka,Bellary,78.15,2.93,63.25,5.48,68.73,36.26,186.07,278.39
73,2008,5,Karnataka,Bellary,83.69,2.34,64.73,5.1,69.83,35.85,191.71,281.26
73,2009,5,Karnataka,Bellary,84.16,2.67,61.61,7.62,69.23,32.3,188.36,273.3
73,2010,5,Karnataka,Bellary,91.68,2.5,55,5.33,60.33,39.68,194.2,279.28
73,2011,5,Karnataka,Bellary,90.77,1.45,63.72,0,63.72,37.5,193.44,288.54
73,2012,5,Karnataka,Bellary,93.09,1.64,65.76,2.95,68.71,49.7,213.14,297.14
73,2013,5,Karnataka,Bellary,90.65,2.06,66.43,3.44,69.87,43.6,206.17,288.88
73,2014,5,Karnataka,Bellary,92.42,2.03,65.95,3.25,69.2,44.86,208.5,290.63
73,2015,5,Karnataka,Bellary,77.61,2.22,75.2,3.04,78.24,41.45,199.52,260.88
73,2016,5,Karnataka,Bellary,82.66,1.1,85.82,6.91,92.72,38.55,215.03,239
73,2017,5,Karnataka,Bellary,101.74,1.14,66.9,2.93,69.82,40.34,213.03,256.37
74,2000,5,Karnataka,Dharwad,68,18.5,65.2,9.2,74.4,28.9,189.8,214.9
74,2001,5,Karnataka,Dharwad,43.65,9.42,58.47,9.4,67.88,14.15,137.43,153.02
74,2002,5,Karnataka,Dharwad,41.09,12.36,68.46,3.67,72.11,12.66,140.06,161.95
74,2003,5,Karnataka,Dharwad,45.33,11.89,64.64,3.5,68.12,24.51,150.9,171.16
74,2004,5,Karnataka,Dharwad,63.49,12.8,73.05,2.2,75.24,31.16,182.68,205.75
74,2005,5,Karnataka,Dharwad,60.29,9.6,84.52,1.8,86.32,30.19,186.39,222.99
74,2006,5,Karnataka,Dharwad,58.08,7.49,82.94,0.75,83.68,29.85,183.41,213.7
74,2007,5,Karnataka,Dharwad,46.27,11.05,85.61,1.32,86.93,41.17,186.47,234.22
74,2008,5,Karnataka,Dharwad,59.51,3.26,95.61,0.89,96.5,31.71,192.1,229.69
74,2009,5,Karnataka,Dharwad,71.66,10.55,101.83,2.01,103.85,49.53,236.03,279.81
74,2010,5,Karnataka,Dharwad,75.34,11.8,103.16,2.22,105.38,45.04,237.54,283.96
74,2011,5,Karnataka,Dharwad,71.82,14.25,106.65,0,106.65,41.59,234.31,295.89
74,2012,5,Karnataka,Dharwad,65.03,7.87,110.2,0.77,110.96,33.02,216.88,247.2
74,2013,5,Karnataka,Dharwad,87.69,10.7,117.68,0.4,118.08,39.38,255.85,284.49
74,2014,5,Karnataka,Dharwad,50.41,10.77,133.7,0.37,134.08,37.32,232.56,280.39
74,2015,5,Karnataka,Dharwad,51.45,9.88,125.5,0.39,125.9,32.82,220.05,270.07
74,2016,5,Karnataka,Dharwad,56.76,0,134.94,0.43,135.37,29.45,221.58,257.5
74,2017,5,Karnataka,Dharwad,39.67,1.38,146.09,0.46,146.54,34.15,221.74,254.02
75,2000,5,Karnataka,Belgaum,108.8,4.1,69,94.4,163.4,118.9,395.2,444.2
75,2001,5,Karnataka,Belgaum,96.91,4,61.95,75.24,137.19,100.51,338.61,373.86
75,2002,5,Karnataka,Belgaum,41.95,1.11,83.03,117.36,200.39,82.03,325.48,363.17
75,2003,5,Karnataka,Belgaum,32.87,0.38,65.31,94.62,159.93,104.65,297.83,332.11
75,2004,5,Karnataka,Belgaum,63.17,2.21,76.8,109.32,186.12,120.99,372.5,429.15
75,2005,5,Karnataka,Belgaum,62.48,2.36,97.7,111.08,208.78,125.4,399.02,452.19
75,2006,5,Karnataka,Belgaum,86.52,2.21,103.8,115.77,219.57,122.9,431.2,472.54
75,2007,5,Karnataka,Belgaum,91.04,2.36,108.06,114.36,222.42,123.99,439.81,487.16
75,2008,5,Karnataka,Belgaum,98.36,2.1,128.17,118.86,247.03,122.29,469.78,519.16
75,2009,5,Karnataka,Belgaum,101.34,1.66,137.21,119.73,256.94,99.96,459.9,521.27
75,2010,5,Karnataka,Belgaum,105.02,0.7,143.61,135.01,278.62,100.71,485.04,575.48
75,2011,5,Karnataka,Belgaum,78.37,0.51,299.64,0,299.64,72.19,450.7,523.13
75,2012,5,Karnataka,Belgaum,74.27,0.34,177.48,144.43,321.91,90.95,487.47,545.22
75,2013,5,Karnataka,Belgaum,77.67,0.31,167.68,148.28,315.96,99.37,493.31,560.13
75,2014,5,Karnataka,Belgaum,68.67,0.31,149.17,142.28,291.45,147.33,507.76,589.51
75,2015,5,Karnataka,Belgaum,59.91,0.31,139.71,137.33,277.04,88.5,425.75,519.1
75,2016,5,Karnataka,Belgaum,58.2,0.31,139.18,131.69,270.87,108.22,437.6,531.59
75,2017,5,Karnataka,Belgaum,59.79,0.31,117.38,114.33,231.72,86.48,378.29,469.71
76,2000,5,Karnataka,Bijapur / Vijayapura,63.4,5.7,40,125.7,165.7,109.1,343.9,381.5
76,2001,5,Karnataka,Bijapur / Vijayapura,57.49,5.79,53.32,119.07,172.39,89.54,325.64,344.69
76,2002,5,Karnataka,Bijapur / Vijayapura,38.77,3.89,72.86,105.02,177.88,87.84,310.08,324.7
76,2003,5,Karnataka,Bijapur / Vijayapura,39.1,0.16,81.49,79.13,160.62,84.56,286.18,299.34
76,2004,5,Karnataka,Bijapur / Vijayapura,76.41,2.81,115.29,106.59,221.87,110.73,411.81,461.37
76,2005,5,Karnataka,Bijapur / Vijayapura,143.59,4,126.23,72.29,198.52,103.47,449.58,495.27
76,2006,5,Karnataka,Bijapur / Vijayapura,146.47,3.9,123.55,67.71,191.26,107.62,451.83,535.24
76,2007,5,Karnataka,Bijapur / Vijayapura,120.14,4.87,155.52,118.73,274.24,104.8,506.98,593.07
76,2008,5,Karnataka,Bijapur / Vijayapura,122.22,2.83,164.72,100.21,264.93,121.1,513.79,605.53
76,2009,5,Karnataka,Bijapur / Vijayapura,142.22,4.36,172.44,107.52,279.96,123.55,553.01,649.84
76,2010,5,Karnataka,Bijapur / Vijayapura,161.79,2.81,183.3,108.77,292.07,134.51,591.18,679.36
76,2011,5,Karnataka,Bijapur / Vijayapura,169.48,1.5,272.7,0,272.7,133.21,576.88,653.02
76,2012,5,Karnataka,Bijapur / Vijayapura,136.71,0.04,188.14,86.27,274.41,135.07,546.22,611.74
76,2013,5,Karnataka,Bijapur / Vijayapura,167.44,0.24,193.97,89.25,283.23,129.53,580.44,648.06
76,2014,5,Karnataka,Bijapur / Vijayapura,170.86,1.51,204.87,76.06,280.92,131.75,585.03,652.87
76,2015,5,Karnataka,Bijapur / Vijayapura,89.45,0.14,231.02,77.91,308.93,117.19,515.69,561.33
76,2016,5,Karnataka,Bijapur / Vijayapura,128.41,0,212.1,54.02,266.12,101.78,496.31,561.54
76,2017,5,Karnataka,Bijapur / Vijayapura,161.41,0.95,227.06,36.49,263.55,108.26,534.16,607.22
77,2000,5,Karnataka,Bidar,0.1,1,11.9,32.4,44.3,1.8,47.2,48.8
77,2001,5,Karnataka,Bidar,0.08,1.04,11.96,31.68,43.64,1.77,46.53,48.74
77,2002,5,Karnataka,Bidar,0.07,1.03,14.9,29.92,44.82,1.78,47.7,71.01
77,2003,5,Karnataka,Bidar,0.05,0.69,11.89,26.63,38.52,1.24,40.5,60.22
77,2004,5,Karnataka,Bidar,0.09,0.67,11.92,25.86,37.78,1.14,39.68,41.26
77,2005,5,Karnataka,Bidar,0.62,0.85,13.46,23.99,37.45,1.11,40.03,42.25
77,2006,5,Karnataka,Bidar,0.98,1.28,17.15,26.79,43.94,1,47.2,48.54
77,2007,5,Karnataka,Bidar,1.17,0.97,18.36,24.89,43.25,1.03,46.42,49.12
77,2008,5,Karnataka,Bidar,1.97,0.92,18.17,25.9,44.07,1.06,48.02,51.2
77,2009,5,Karnataka,Bidar,4.31,1.04,18.41,23.65,42.06,1.7,49.1,52.61
77,2010,5,Karnataka,Bidar,4.16,1.06,25.7,22.32,48.02,1.43,54.68,58.63
77,2011,5,Karnataka,Bidar,6.8,0.95,49.36,0,49.36,1.94,59.05,66.25
77,2012,5,Karnataka,Bidar,1.12,0.56,26.52,20,46.52,1.06,49.26,59.32
77,2013,5,Karnataka,Bidar,1.14,0.51,27.1,21.55,48.65,0.74,51.04,60
77,2014,5,Karnataka,Bidar,0.04,0,21.92,17.48,39.4,0.18,39.61,44.36
77,2015,5,Karnataka,Bidar,0,0,19.91,17.38,37.28,0.32,37.6,45.24
77,2016,5,Karnataka,Bidar,0.66,0.37,21.57,11.87,33.44,0.24,34.71,38.58
77,2017,5,Karnataka,Bidar,0.67,0.22,18.67,9.54,28.21,0.16,29.27,34.71
78,2000,5,Karnataka,Raichur,163.3,5.4,13.2,36.2,49.4,7.8,225.9,352.5
78,2001,5,Karnataka,Raichur,131.92,4.24,26.17,52.72,78.91,5.83,223.66,345.29
78,2002,5,Karnataka,Raichur,132.78,3.6,37.42,21.24,58.66,5.31,200.66,264.65
78,2003,5,Karnataka,Raichur,132.07,1.62,58.95,32.45,91.39,7.56,233.03,253.03
78,2004,5,Karnataka,Raichur,177.95,1.74,70.1,27.44,97.54,12.93,290.15,363.2
78,2005,5,Karnataka,Raichur,178.35,3.01,61.3,18.5,79.8,7.59,269.21,429.67
78,2006,5,Karnataka,Raichur,167.36,2.54,39.51,14.74,54.25,7.94,231.87,381.89
78,2007,5,Karnataka,Raichur,163.89,3.22,84.39,19.39,103.78,15.32,286.21,426.78
78,2008,5,Karnataka,Raichur,186.56,3.44,87.63,16,103.62,12.5,306.12,446.12
78,2009,5,Karnataka,Raichur,187.61,2.4,97.2,11.13,108.33,8.85,307.19,453.82
78,2010,5,Karnataka,Raichur,183.35,2.14,90,9.6,99.6,7.95,293.04,436.3
78,2011,5,Karnataka,Raichur,224.41,1.45,86.86,0,86.86,6.07,318.79,413.54
78,2012,5,Karnataka,Raichur,243.26,1.14,87.25,11.37,98.62,8.2,351.22,448.12
78,2013,5,Karnataka,Raichur,265.06,0.28,103.49,9.44,112.92,9.49,387.76,468.94
78,2014,5,Karnataka,Raichur,227.48,0.42,130.82,0.49,131.31,10.46,369.66,439.8
78,2015,5,Karnataka,Raichur,149.25,0.83,109.12,14.17,123.29,18.62,291.98,327.32
78,2016,5,Karnataka,Raichur,182.41,0.21,79.1,14.14,93.24,6.51,282.37,315.4
78,2017,5,Karnataka,Raichur,193.97,0.01,90.75,5.32,96.07,11.22,301.27,342.38
79,2000,5,Karnataka,Gulbarga / Kalaburagi,106.2,4.4,5.4,29.8,35.2,3.9,149.7,186.7
79,2001,5,Karnataka,Gulbarga / Kalaburagi,117.66,4.01,5.72,29.67,35.39,5.75,162.81,196.43
79,2002,5,Karnataka,Gulbarga / Kalaburagi,111.6,3.18,4.84,26.6,31.44,3.52,149.74,170.21
79,2003,5,Karnataka,Gulbarga / Kalaburagi,113.37,2.84,4.33,26.39,30.72,4.7,151.63,185.47
79,2004,5,Karnataka,Gulbarga / Kalaburagi,136.24,3.12,4.28,25.28,29.56,5.55,174.47,219.51
79,2005,5,Karnataka,Gulbarga / Kalaburagi,131.73,4.08,13.76,25.9,39.66,7.4,182.88,239.39
79,2006,5,Karnataka,Gulbarga / Kalaburagi,130.69,2.73,12.63,28.99,41.62,7.55,182.59,227.02
79,2007,5,Karnataka,Gulbarga / Kalaburagi,129.69,3.25,16.22,37.52,53.74,6.09,192.77,243.7
79,2008,5,Karnataka,Gulbarga / Kalaburagi,140.51,3.21,20.05,28.28,48.33,9.64,201.68,251.3
79,2009,5,Karnataka,Gulbarga / Kalaburagi,124.05,3.47,34.58,39.13,73.71,8.64,209.85,244.63
79,2010,5,Karnataka,Gulbarga / Kalaburagi,247.09,7,55.98,49.17,105.14,12.41,371.63,450.23
79,2011,5,Karnataka,Gulbarga / Kalaburagi,127.38,3.53,80.86,0,80.86,9.35,221.11,248.04
79,2012,5,Karnataka,Gulbarga / Kalaburagi,139.99,3.43,36.95,39.84,76.79,18.49,238.7,269.74
79,2013,5,Karnataka,Gulbarga / Kalaburagi,159.52,3.61,51.37,34.82,86.19,13.64,262.95,293.05
79,2014,5,Karnataka,Gulbarga / Kalaburagi,167.51,4.34,71.29,23.99,95.28,17.07,284.2,311.32
79,2015,5,Karnataka,Gulbarga / Kalaburagi,20.86,2.15,48.8,13.12,61.93,15.83,100.77,110.58
79,2016,5,Karnataka,Gulbarga / Kalaburagi,140.81,5.99,58.54,18.53,77.08,16.83,240.7,266.43
79,2017,5,Karnataka,Gulbarga / Kalaburagi,161.81,6.36,72.9,26.36,99.25,23.16,290.58,317.2
80,2000,5,Karnataka,Dakshina Kannada,0,3.4,4.1,38,42.1,59.6,105.1,110.1
80,2001,5,Karnataka,Dakshina Kannada,0,3.45,4.34,39.49,43.84,58.41,107.35,112.43
80,2002,5,Karnataka,Dakshina Kannada,0,2.18,9.46,60.79,70.25,33.29,106.7,111.21
80,2003,5,Karnataka,Dakshina Kannada,0,1.89,9.51,61,70.51,32.88,105.8,112.91
80,2004,5,Karnataka,Dakshina Kannada,0,1.85,9.55,60.87,70.41,32.48,104.74,108.64
80,2005,5,Karnataka,Dakshina Kannada,0,1.48,9.49,66.06,75.55,28.02,105.05,108.26
80,2006,5,Karnataka,Dakshina Kannada,0,1.47,9.65,61.86,71.51,31.05,104.94,107.32
80,2007,5,Karnataka,Dakshina Kannada,0,1.37,10.09,61.63,71.73,29.5,103.49,105.57
80,2008,5,Karnataka,Dakshina Kannada,0,1.25,10.13,62.29,72.42,28.59,103.34,105.46
80,2009,5,Karnataka,Dakshina Kannada,0,1,10.02,63.13,73.15,28.48,103.71,105.58
80,2010,5,Karnataka,Dakshina Kannada,0,0.82,10.17,64.06,74.24,29.58,104.65,107.14
80,2011,5,Karnataka,Dakshina Kannada,0,0.73,75.19,0,75.19,29.09,105.01,107.66
80,2012,5,Karnataka,Dakshina Kannada,0,0.54,10.18,63.94,74.11,29.12,103.77,106.47
80,2013,5,Karnataka,Dakshina Kannada,0,0.47,10.25,65.58,75.82,28.85,105.15,107.77
80,2014,5,Karnataka,Dakshina Kannada,0,0.45,16.89,67.95,84.84,28.11,113.4,115.95
80,2015,5,Karnataka,Dakshina Kannada,0,0.45,17.29,65.83,83.12,26.42,109.99,114.56
80,2016,5,Karnataka,Dakshina Kannada,0,0.49,19.63,58.46,78.11,22.9,101.49,106.83
80,2017,5,Karnataka,Dakshina Kannada,0,0.46,21.57,61.44,82.99,24.83,108.3,111.05
81,2000,5,Karnataka,Uttara Kannada,0.6,7.1,0.2,5.1,5.3,10.3,23.3,24.6
81,2001,5,Karnataka,Uttara Kannada,0.12,6.46,0.64,5.38,6.02,9.54,22.14,22.49
81,2002,5,Karnataka,Uttara Kannada,0,5.04,1.24,5.17,6.41,9.77,21.22,21.4
81,2003,5,Karnataka,Uttara Kannada,0,5.11,1.2,5.15,6.35,9.58,21.04,21.4
81,2004,5,Karnataka,Uttara Kannada,0.17,5.83,1.29,5.19,6.48,9.94,22.42,23.11
81,2005,5,Karnataka,Uttara Kannada,0.09,4.75,2.09,7.3,9.39,11.2,25.43,26.93
81,2006,5,Karnataka,Uttara Kannada,0,4.75,1.94,7.72,9.66,11.54,25.95,26.75
81,2007,5,Karnataka,Uttara Kannada,0,4.97,2.18,8.02,10.2,11.74,26.91,27.51
81,2008,5,Karnataka,Uttara Kannada,0,4.96,2.66,9.48,12.14,10.5,27.6,28.73
81,2009,5,Karnataka,Uttara Kannada,0,5.66,2.57,9.77,12.34,10.45,28.45,30.27
81,2010,5,Karnataka,Uttara Kannada,0,5.76,2.84,9.97,12.81,10.87,29.44,30.59
81,2011,5,Karnataka,Uttara Kannada,0,6.59,13.37,0,13.37,11.21,31.17,32.4
81,2012,5,Karnataka,Uttara Kannada,0,6.6,3.57,9.83,13.4,12.43,32.43,36.18
81,2013,5,Karnataka,Uttara Kannada,0,6.88,4.95,9.87,14.82,12.33,34.04,35.65
81,2014,5,Karnataka,Uttara Kannada,0,5.86,7.97,10.35,18.32,14.61,38.78,40.43
81,2015,5,Karnataka,Uttara Kannada,0,6.02,8.46,10.4,18.86,14.32,39.19,41.25
81,2016,5,Karnataka,Uttara Kannada,0,6.03,8.64,9.37,18,14.35,38.38,40.21
81,2017,5,Karnataka,Uttara Kannada,0,6.66,9.69,9.45,19.13,14.8,40.59,42.51
82,2000,5,Karnataka,Kodagu / Coorg,3,0.2,0,0,0,0.5,3.7,4.7
82,2001,5,Karnataka,Kodagu / Coorg,2.42,0.12,0,0.01,0.01,0.45,3,3.93
82,2002,5,Karnataka,Kodagu / Coorg,2.5,0.12,0.01,0.02,0.03,0.54,3.19,3.19
82,2003,5,Karnataka,Kodagu / Coorg,2.23,0.1,0.01,0.02,0.03,0.79,3.15,3.52
82,2004,5,Karnataka,Kodagu / Coorg,2.55,0.07,0.21,0.03,0.24,2.01,4.86,4.88
82,2005,5,Karnataka,Kodagu / Coorg,2.87,0.1,0.7,0.05,0.75,2.08,5.8,6.38
82,2006,5,Karnataka,Kodagu / Coorg,2.48,0.13,0.43,0.08,0.51,1.37,4.49,4.68
82,2007,5,Karnataka,Kodagu / Coorg,2.1,0.39,1.01,0.05,1.06,0.44,3.99,4.27
82,2008,5,Karnataka,Kodagu / Coorg,2.48,0.35,0.87,0.12,0.99,0.88,4.7,4.89
82,2009,5,Karnataka,Kodagu / Coorg,2.51,0.21,0.4,0.07,0.47,0.86,4.05,4.08
82,2010,5,Karnataka,Kodagu / Coorg,2.43,0.36,0.48,0,0.48,0.67,3.93,3.96
82,2011,5,Karnataka,Kodagu / Coorg,1.61,0.28,0.06,0,0.06,0.41,2.35,2.38
82,2012,5,Karnataka,Kodagu / Coorg,1,0.12,0.03,0,0.03,0.3,1.46,1.49
82,2013,5,Karnataka,Kodagu / Coorg,1.24,0.04,0.2,0,0.2,0.29,1.77,1.8
82,2014,5,Karnataka,Kodagu / Coorg,1.23,0.05,0.2,0,0.2,0.17,1.64,1.64
82,2015,5,Karnataka,Kodagu / Coorg,1.23,0.09,0.11,0,0.11,0.13,1.56,1.56
82,2016,5,Karnataka,Kodagu / Coorg,1.12,0.08,0.08,0,0.08,0.11,1.38,1.51
82,2017,5,Karnataka,Kodagu / Coorg,1.86,0.17,0.06,0,0.06,0.1,2.19,2.4
83,2000,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,3.59,104.97,30.28,88.25,118.53,1.61,228.69,290.99
83,2001,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,3.29,104.02,29.98,93.2,123.17,1.3,231.79,294.11
83,2002,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,2.48,85.11,31.04,73.68,104.72,1.2,193.5,241.87
83,2003,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,1.44,82.36,37.76,72.66,110.42,0.97,195.17,248.06
83,2004,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,2.68,69.16,51.11,64.95,116.05,1.55,189.43,242.15
83,2005,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,3.28,78.81,59.28,70.52,129.8,1.3,213.2,282.95
83,2006,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,1.82,94.54,62.03,64.21,126.24,0.02,222.5,261.65
83,2007,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,1.78,70.85,65.39,75.94,141.33,0,213.93,241.98
83,2008,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,1.28,76.12,65.53,64.33,129.86,0.02,207.22,233.25
83,2009,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,1.24,81.61,67.83,44.07,111.88,0.02,194.76,221.27
83,2010,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,1.08,80.33,68.29,42.47,110.76,0,191.92,231.73
83,2011,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,0.91,78.01,65.97,41.91,107.88,0,186.79,226.83
83,2012,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,0.77,72.21,66.11,49.27,115.38,0,188.35,221.59
83,2013,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,0.59,75.83,72.04,42.44,114.48,0,190.9,247.73
83,2014,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,0.34,52.4,74.96,41.45,116.41,0,169.14,219.92
83,2015,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,0.5,74.83,80.48,41.37,121.85,0,197.18,265.93
83,2016,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,0.1,56.72,86.28,32.72,119,0,175.81,237.6
84,2000,11,Tamil Nadu,South Arcot / Cuddalore,62.56,55.85,130.06,105.93,235.98,1.94,356.33,410.88
84,2001,11,Tamil Nadu,South Arcot / Cuddalore,57.39,52.26,137.9,105.51,243.42,1.2,354.27,410.96
84,2002,11,Tamil Nadu,South Arcot / Cuddalore,49.27,17.76,127.09,85.37,212.46,0.37,279.1,324.56
84,2003,11,Tamil Nadu,South Arcot / Cuddalore,46.92,21.17,115.01,86,201,0.39,269.1,338.01
84,2004,11,Tamil Nadu,South Arcot / Cuddalore,52.76,51.62,138.75,125.89,264.63,0.33,368.38,437.9
84,2005,11,Tamil Nadu,South Arcot / Cuddalore,53.23,68.31,146.98,129.3,276.29,0.33,398.15,461.98
84,2006,11,Tamil Nadu,South Arcot / Cuddalore,48.73,57.61,139.28,134.46,273.74,1.06,380.1,432.49
84,2007,11,Tamil Nadu,South Arcot / Cuddalore,45.72,60.96,133.9,133.15,267.04,1.06,374.6,430.49
84,2008,11,Tamil Nadu,South Arcot / Cuddalore,48.02,62.56,127.75,138,265.75,0.94,377.18,427.08
84,2009,11,Tamil Nadu,South Arcot / Cuddalore,48.91,60.53,121.94,147.4,269.35,0.7,379.44,429.31
84,2010,11,Tamil Nadu,South Arcot / Cuddalore,46.45,62.64,131.18,143.45,274.63,0.49,384.17,438.8
84,2011,11,Tamil Nadu,South Arcot / Cuddalore,48.03,62.21,127.93,145.55,273.47,0.48,384.2,433.74
84,2012,11,Tamil Nadu,South Arcot / Cuddalore,48.27,55.98,119.97,141.22,261.2,0.57,366.01,409.99
84,2013,11,Tamil Nadu,South Arcot / Cuddalore,46.4,47.95,133.13,154.3,287.43,0.54,382.31,546.5
84,2014,11,Tamil Nadu,South Arcot / Cuddalore,40.21,37.62,142.01,163.28,305.29,0.71,383.83,547.83
84,2015,11,Tamil Nadu,South Arcot / Cuddalore,38.66,43.76,143.33,159.41,302.73,0.56,385.7,554.91
84,2016,11,Tamil Nadu,South Arcot / Cuddalore,35.92,26.53,135.91,135.03,270.93,0.53,333.91,426.41
85,2000,11,Tamil Nadu,North Arcot / Vellore,4.53,48.63,0.55,191.8,192.36,0,244.09,316.03
